Genus,Scientific_name,GenerationLength_d
Tadarida,Tadarida trevori,1427.913317
Tadarida,Tadarida lobata,1427.913317
Tadarida,Tadarida ventralis,1427.913317
Tadarida,Tadarida leucostigma,1427.913317
Tadarida,Tadarida latouchei,1427.913317
Tadarida,Tadarida jobimena,1427.913317
Tadarida,Tadarida insignis,1427.913317
Tadarida,Tadarida kuboriensis,1427.913317
Tadarida,Tadarida teniotis,1427.913317
Tadarida,Tadarida fulminans,1427.913317
Tadarida,Tadarida australis,1427.913317
Molossops,Molossops temminckii,1427.913317
Molossops,Molossops aequatorianus,1427.913317
Molossops,Molossops neglectus,1427.913317
Mormopterus,Mormopterus loriae,1427.913317
Molossops,Molossops mattogrossensis,1427.913317
Mormopterus,Mormopterus norfolkensis,1427.913317
Mormopterus,Mormopterus planiceps,1427.913317
Cheiromeles,Cheiromeles parvidens,1427.913317
Cheiromeles,Cheiromeles torquatus,1427.913317
Mormopterus,Mormopterus acetabulosus,1427.913317
Mormopterus,Mormopterus doriae,1427.913317
Mormopterus,Mormopterus kalinowskii,1427.913317
Mormopterus,Mormopterus minutus,1427.913317
Mormopterus,Mormopterus phrudus,1427.913317
Myopterus,Myopterus daubentonii,1427.913317
Myopterus,Myopterus whitleyi,1427.913317
Mormopterus,Mormopterus jugularis,1427.913317
Cynomops,Cynomops paranus,1427.913317
Eumops,Eumops bonariensis,1427.913317
Cynomops,Cynomops planirostris,1427.913317
Nyctinomops,Nyctinomops laticaudatus,1427.913317
Molossus,Molossus molossus,1427.913317
Sauromys,Sauromys petrophilus,1427.913317
Mormopterus,Mormopterus beccarii,1427.913317
Molossus,Molossus aztecus,1427.913317
Nyctinomops,Nyctinomops femorosaccus,1427.913317
Eumops,Eumops hansae,1427.913317
Promops,Promops nasutus,1427.913317
Cynomops,Cynomops greenhalli,1427.913317
Nyctinomops,Nyctinomops macrotis,1427.913317
Molossus,Molossus currentium,1427.913317
Nyctinomops,Nyctinomops aurispinosus,1427.913317
Cynomops,Cynomops mexicanus,1427.913317
Molossus,Molossus sinaloae,1427.913317
Tomopeas,Tomopeas ravus,1427.913317
Platymops,Platymops setiger,1427.913317
Eumops,Eumops auripendulus,1427.913317
Promops,Promops centralis,1427.913317
Molossus,Molossus rufus,1427.913317
Molossus,Molossus coibensis,1427.913317
Molossus,Molossus barnesi,1427.913317
Otomops,Otomops formosus,1427.913317
Otomops,Otomops wroughtoni,1427.913317
Otomops,Otomops johnstonei,1427.913317
Otomops,Otomops papuensis,1427.913317
Otomops,Otomops secundus,1427.913317
Otomops,Otomops madagascariensis,1427.913317
Otomops,Otomops martiensseni,1427.913317
Cynomops,Cynomops abrasus,1427.913317
Eumops,Eumops glaucinus,1427.913317
Eumops,Eumops maurus,1427.913317
Eumops,Eumops floridanus,1427.913317
Eumops,Eumops trumbulli,1427.913317
Eumops,Eumops patagonicus,1427.913317
Eumops,Eumops perotis,1427.913317
Eumops,Eumops underwoodi,1427.913317
Eumops,Eumops dabbenei,1427.913317
Molossus,Molossus pretiosus,1427.913317
Tamiasciurus,Tamiasciurus mearnsi,1453.76635
Tamiasciurus,Tamiasciurus douglasii,1453.76635
Tupaia,Tupaia minor,1458.084583
Tupaia,Tupaia javanica,1458.084583
Tupaia,Tupaia gracilis,1458.084583
Tupaia,Tupaia moellendorffi,1458.084583
Tupaia,Tupaia longipes,1458.084583
Tupaia,Tupaia palawanensis,1458.084583
Tupaia,Tupaia dorsalis,1458.084583
Tupaia,Tupaia montana,1458.084583
Tupaia,Tupaia picta,1458.084583
Tupaia,Tupaia splendidula,1458.084583
Tupaia,Tupaia nicobarica,1458.084583
Tupaia,Tupaia chrysogaster,1458.084583
Tupaia,Tupaia tana,1458.084583
Tupaia,Tupaia belangeri,1458.084583
Dendrogale,Dendrogale murina,1458.084583
Dendrogale,Dendrogale melanura,1458.084583
Anathana,Anathana ellioti,1458.084583
Urogale,Urogale everetti,1458.084583
Ptilocercus,Ptilocercus lowii,1458.084583
Acerodon,Acerodon leucotis,1460
Chaetophractus,Chaetophractus vellerosus,1460
Dasypus,Dasypus hybridus,1460
Chaetophractus,Chaetophractus nationi,1460
Peroryctes,Peroryctes broadbenti,1460
Calyptophractus,Calyptophractus retusus,1460
Lycalopex,Pseudalopex griseus,1542.056417
Balionycteris,Balionycteris maculata,1553.790873
Aethalops,Aethalops aequalis,1553.790873
Aethalops,Aethalops alecto,1553.790873
Alionycteris,Alionycteris paucidentata,1553.790873
Macroglossus,Macroglossus minimus,1553.790873
Megaloglossus,Megaloglossus woermanni,1553.790873
Otopteropus,Otopteropus cartilagonodus,1553.790873
Syconycteris,Syconycteris australis,1553.790873
Chironax,Chironax melanocephalus,1553.790873
Syconycteris,Syconycteris hobbit,1553.790873
Scotonycteris,Scotonycteris zenkeri,1553.790873
Macroglossus,Macroglossus sobrinus,1553.790873
Nanonycteris,Nanonycteris veldkampii,1553.790873
Paranyctimene,Paranyctimene tenax,1553.790873
Paranyctimene,Paranyctimene raptor,1553.790873
Micropteropus,Micropteropus intermedius,1553.790873
Micropteropus,Micropteropus pusillus,1553.790873
Casinycteris,Casinycteris argynnis,1553.790873
Sphaerias,Sphaerias blanfordi,1553.790873
Nyctimene,Nyctimene albiventer,1553.790873
Nyctimene,Nyctimene draconilla,1553.790873
Penthetor,Penthetor lucasi,1553.790873
Melonycteris,Melonycteris woodfordi,1553.790873
Syconycteris,Syconycteris carolinae,1553.790873
Melonycteris,Melonycteris fardoulisi,1553.790873
Nyctimene,Nyctimene vizcaccia,1553.790873
Nyctimene,Nyctimene certans,1553.790873
Myonycteris,Myonycteris torquata,1553.790873
Nyctimene,Nyctimene cephalotes,1553.790873
Melonycteris,Melonycteris melanops,1553.790873
Nyctimene,Nyctimene cyclotis,1553.790873
Nyctimene,Nyctimene robinsoni,1553.790873
Myonycteris,Myonycteris brachycephala,1553.790873
Epomophorus,Epomophorus grandis,1553.790873
Nyctimene,Nyctimene masalai,1553.790873
Myonycteris,Myonycteris relicta,1553.790873
Nyctimene,Nyctimene minutus,1553.790873
Nyctimene,Nyctimene sanctacrucis,1553.790873
Nyctimene,Nyctimene keasti,1553.790873
Thoopterus,Thoopterus nigrescens,1553.790873
Notopteris,Notopteris neocaledonica,1553.790873
Notopteris,Notopteris macdonaldi,1553.790873
Nyctimene,Nyctimene rabori,1553.790873
Lissonycteris,Lissonycteris angolensis,1553.790873
Scotonycteris,Scotonycteris ophiodon,1553.790873
Epomophorus,Epomophorus labiatus,1553.790873
Nyctimene,Nyctimene malaitensis,1553.790873
Nyctimene,Nyctimene aello,1553.790873
Epomophorus,Epomophorus angolensis,1553.790873
Epomophorus,Epomophorus minimus,1553.790873
Epomophorus,Epomophorus anselli,1553.790873
Epomophorus,Epomophorus wahlbergi,1553.790873
Epomophorus,Epomophorus crypturus,1553.790873
Cynomys,Cynomys gunnisoni,1567.7682
Cynomys,Cynomys parvidens,1567.7682
Cynomys,Cynomys mexicanus,1567.7682
Cynomys,Cynomys leucurus,1567.7682
Thylogale,Thylogale lanatus,1574.197675
Thylogale,Thylogale calabyi,1574.197675
Thylogale,Thylogale thetis,1574.197675
Eonycteris,Eonycteris major,1584.66165
Callosciurus,Callosciurus nigrovittatus,1585.1964
Callosciurus,Callosciurus adamsi,1585.1964
Callosciurus,Callosciurus quinquestriatus,1585.1964
Callosciurus,Callosciurus pygerythrus,1585.1964
Callosciurus,Callosciurus caniceps,1585.1964
Callosciurus,Callosciurus phayrei,1585.1964
Callosciurus,Callosciurus albescens,1585.1964
Callosciurus,Callosciurus finlaysonii,1585.1964
Callosciurus,Callosciurus erythraeus,1585.1964
Callosciurus,Callosciurus melanogaster,1585.1964
Callosciurus,Callosciurus baluensis,1585.1964
Callosciurus,Callosciurus orestes,1585.1964
Callosciurus,Callosciurus inornatus,1585.1964
Callosciurus,Callosciurus prevostii,1585.1964
Myoprocta,Myoprocta pratti,1595.20195
Vespertilio,Vespertilio sinensis,1599.6536
Lepilemur,Lepilemur dorsalis,1637.770967
Lepilemur,Lepilemur randrianasoloi,1637.770967
Lepilemur,Lepilemur fleuretae,1637.770967
Lepilemur,Lepilemur wrightae,1637.770967
Lepilemur,Lepilemur aeeclis,1637.770967
Lepilemur,Lepilemur jamesorum,1637.770967
Lepilemur,Lepilemur milanoii,1637.770967
Lepilemur,Lepilemur mittermeieri,1637.770967
Lepilemur,Lepilemur sahamalazensis,1637.770967
Lepilemur,Lepilemur betsileo,1637.770967
Lepilemur,Lepilemur petteri,1637.770967
Lepilemur,Lepilemur seali,1637.770967
Lepilemur,Lepilemur tymerlachsonorum,1637.770967
Lepilemur,Lepilemur hubbardorum,1637.770967
Lepilemur,Lepilemur grewcockorum,1637.770967
Lepilemur,Lepilemur otto,1637.770967
Lepilemur,Lepilemur ahmansonorum,1637.770967
Lepilemur,Lepilemur ankaranensis,1637.770967
Lepilemur,Lepilemur septentrionalis,1637.770967
Lepilemur,Lepilemur ruficaudatus,1637.770967
Lepilemur,Lepilemur edwardsi,1637.770967
Lepilemur,Lepilemur microdon,1637.770967
Acerodon,Acerodon celebensis,1642.5
Acerodon,Acerodon humilis,1642.5
Dasypus,Dasypus sabanicola,1642.5
Dasypus,Dasypus septemcinctus,1642.5
Dasypus,Dasypus yepesi,1642.5
Dasypus,Dasypus pilosus,1642.5
Dasypus,Dasypus kappleri,1642.5
Arctocebus,Arctocebus aureus,1672.7732
Dolichotis,Dolichotis salinicola,1675.8343
Nyctalus,Nyctalus leisleri,1677.175
Nyctalus,Nyctalus aviator,1677.175
Nyctalus,Nyctalus montanus,1677.175
Nyctalus,Nyctalus furvus,1677.175
Nyctalus,Nyctalus plancyi,1677.175
Nyctalus,Nyctalus lasiopterus,1677.175
Macropus,Macropus irma,1703.78485
Galagoides,Galagoides orinus,1705.4042
Galagoides,Galagoides rondoensis,1705.4042
Galagoides,Galagoides nyasae,1705.4042
Galagoides,Galagoides cocos,1705.4042
Galagoides,Galagoides zanzibaricus,1705.4042
Galagoides,Galagoides thomasi,1705.4042
Macrotus,Macrotus waterhousii,1709.295
Mephitis,Mephitis macroura,1735.559295
Spilocuscus,Spilocuscus papuensis,1740.556575
Spilocuscus,Spilocuscus wilsoni,1740.556575
Spilocuscus,Spilocuscus kraemeri,1740.556575
Rousettus,Rousettus obliviosus,1776.618367
Rousettus,Rousettus celebensis,1776.618367
Rousettus,Rousettus amplexicaudatus,1776.618367
Rousettus,Rousettus bidens,1776.618367
Rousettus,Rousettus linduensis,1776.618367
Myotis,Myotis ridleyi,1825
Kerivoula,Kerivoula pellucida,1825
Murina,Murina rozendaali,1825
Plecotus,Plecotus kolombatovici,1825
Murina,Murina aenea,1825
Barbastella,Barbastella barbastellus,1825
Myotis,Myotis bechsteinii,1825
Myotis,Myotis pilosus,1825
Hesperoptenus,Hesperoptenus tomesi,1825
Myotis,Myotis macrotarsus,1825
Nycteris,Nycteris tragata,1825
Myotis,Myotis dasycneme,1825
Nycteris,Nycteris javanica,1825
Megaerops,Megaerops kusnotoi,1825
Tadarida,Tadarida petersoni,1825
Nyctalus,Nyctalus azoreum,1825
Rousettus,Rousettus madagascariensis,1825
Dyacopterus,Dyacopterus brooksi,1825
Rousettus,Rousettus spinalatus,1825
Harpyionycteris,Harpyionycteris celebensis,1825
Styloctenium,Styloctenium wallacei,1825
Eidolon,Eidolon helvum,1825
Euoticus,Euoticus pallidus,1825
Pteropus,Pteropus lylei,1825
Acerodon,Acerodon mackloti,1825
Pteropus,Pteropus dasymallus,1825
Chinchilla,Chinchilla chinchilla,1825
Phataginus,Phataginus tricuspis,1825
Dorcopsulus,Dorcopsulus vanheurni,1825
Thylogale,Thylogale brunii,1825
Manis,Manis pentadactyla,1825
Manis,Manis javanica,1825
Dorcopsis,Dorcopsis luctuosa,1825
Thylogale,Thylogale browni,1825
Spilocuscus,Spilocuscus rufoniger,1825
Smutsia,Smutsia gigantea,1825
Hesperoptenus,Hesperoptenus blanfordi,1825
Nycteris,Nycteris nana,1825
Nycteris,Nycteris gambiensis,1825
Nycteris,Nycteris woodi,1825
Nycteris,Nycteris hispida,1825
Nycteris,Nycteris thebaica,1825
Kerivoula,Kerivoula argentata,1825
Kerivoula,Kerivoula papillosa,1825
Barbastella,Barbastella leucomelas,1825
Kerivoula,Kerivoula minuta,1825
Kerivoula,Kerivoula phalaena,1825
Kerivoula,Kerivoula whiteheadi,1825
Murina,Murina suilla,1825
Murina,Murina florium,1825
Kerivoula,Kerivoula picta,1825
Kerivoula,Kerivoula hardwickii,1825
Kerivoula,Kerivoula muscina,1825
Kerivoula,Kerivoula africana,1825
Kerivoula,Kerivoula kachinensis,1825
Kerivoula,Kerivoula lenis,1825
Kerivoula,Kerivoula krauensis,1825
Kerivoula,Kerivoula titania,1825
Kerivoula,Kerivoula agnella,1825
Kerivoula,Kerivoula cuprosa,1825
Kerivoula,Kerivoula eriophora,1825
Kerivoula,Kerivoula intermedia,1825
Kerivoula,Kerivoula myrella,1825
Kerivoula,Kerivoula smithii,1825
Murina,Murina tubinaris,1825
Kerivoula,Kerivoula flora,1825
Murina,Murina aurata,1825
Murina,Murina fusca,1825
Murina,Murina puta,1825
Murina,Murina tenebrosa,1825
Murina,Murina ussuriensis,1825
Murina,Murina ryukyuana,1825
Murina,Murina hilgendorfi,1825
Murina,Murina harrisoni,1825
Kerivoula,Kerivoula lanosa,1825
Murina,Murina leucogaster,1825
Murina,Murina huttoni,1825
Murina,Murina cyclotis,1825
Nycteris,Nycteris arge,1825
Hesperoptenus,Hesperoptenus doriae,1825
Hesperoptenus,Hesperoptenus gaskelli,1825
Nycteris,Nycteris aurita,1825
Nycteris,Nycteris intermedia,1825
Nycteris,Nycteris major,1825
Nycteris,Nycteris parisii,1825
Nycteris,Nycteris vinsoni,1825
Nycteris,Nycteris macrotis,1825
Hesperoptenus,Hesperoptenus tickelli,1825
Nycteris,Nycteris madagascariensis,1825
Megaerops,Megaerops wetmorei,1825
Megaerops,Megaerops ecaudatus,1825
Nycteris,Nycteris grandis,1825
Megaerops,Megaerops niphanae,1825
Dyacopterus,Dyacopterus spadiceus,1825
Rousettus,Rousettus lanosus,1825
Harpyionycteris,Harpyionycteris whiteheadi,1825
Styloctenium,Styloctenium mindorensis,1825
Euoticus,Euoticus elegantulus,1825
Mirza,Mirza zaza,1825
Dorcopsulus,Dorcopsulus macleayi,1825
Dorcopsis,Dorcopsis muelleri,1825
Dorcopsis,Dorcopsis hageni,1825
Dorcopsis,Dorcopsis atrata,1825
Smutsia,Smutsia temminckii,1825
Chlamyphorus,Chlamyphorus truncatus,1831.21217
Hipposideros,Hipposideros galeritus,1834.2256
Hipposideros,Hipposideros speoris,1834.2256
Hipposideros,Hipposideros ruber,1834.2256
Hipposideros,Hipposideros stenotis,1834.2256
Hipposideros,Hipposideros semoni,1834.2256
Hipposideros,Hipposideros corynophyllus,1834.2256
Hipposideros,Hipposideros maggietaylorae,1834.2256
Hipposideros,Hipposideros larvatus,1834.2256
Hipposideros,Hipposideros papua,1834.2256
Hipposideros,Hipposideros abae,1834.2256
Hipposideros,Hipposideros calcaratus,1834.2256
Hipposideros,Hipposideros camerunensis,1834.2256
Hipposideros,Hipposideros coronatus,1834.2256
Hipposideros,Hipposideros coxi,1834.2256
Hipposideros,Hipposideros crumeniferus,1834.2256
Hipposideros,Hipposideros curtus,1834.2256
Hipposideros,Hipposideros demissus,1834.2256
Hipposideros,Hipposideros dinops,1834.2256
Hipposideros,Hipposideros durgadasi,1834.2256
Hipposideros,Hipposideros edwardshilli,1834.2256
Hipposideros,Hipposideros fuliginosus,1834.2256
Hipposideros,Hipposideros hypophyllus,1834.2256
Hipposideros,Hipposideros inexpectatus,1834.2256
Hipposideros,Hipposideros lamottei,1834.2256
Hipposideros,Hipposideros madurae,1834.2256
Hipposideros,Hipposideros megalotis,1834.2256
Hipposideros,Hipposideros muscinus,1834.2256
Hipposideros,Hipposideros nequam,1834.2256
Hipposideros,Hipposideros pratti,1834.2256
Hipposideros,Hipposideros sorenseni,1834.2256
Hipposideros,Hipposideros sumbae,1834.2256
Hipposideros,Hipposideros thomensis,1834.2256
Hipposideros,Hipposideros vittatus,1834.2256
Hipposideros,Hipposideros orbiculus,1834.2256
Hipposideros,Hipposideros rotalis,1834.2256
Hipposideros,Hipposideros grandis,1834.2256
Hipposideros,Hipposideros boeadii,1834.2256
Hipposideros,Hipposideros scutinares,1834.2256
Hipposideros,Hipposideros pelingensis,1834.2256
Hipposideros,Hipposideros khaokhouayensis,1834.2256
Hipposideros,Hipposideros breviceps,1834.2256
Hipposideros,Hipposideros dyacorum,1834.2256
Hipposideros,Hipposideros macrobullatus,1834.2256
Hipposideros,Hipposideros marisae,1834.2256
Hipposideros,Hipposideros inornatus,1834.2256
Hipposideros,Hipposideros lekaguli,1834.2256
Hipposideros,Hipposideros cyclops,1834.2256
Hipposideros,Hipposideros turpis,1834.2256
Hipposideros,Hipposideros lylei,1834.2256
Hipposideros,Hipposideros lankadiva,1834.2256
Hipposideros,Hipposideros diadema,1834.2256
Hipposideros,Hipposideros armiger,1834.2256
Hipposideros,Hipposideros commersoni,1834.2256
Hipposideros,Hipposideros gigas,1834.2256
Hipposideros,Hipposideros pygmaeus,1834.2256
Hipposideros,Hipposideros cineraceus,1834.2256
Hipposideros,Hipposideros halophyllus,1834.2256
Hipposideros,Hipposideros doriae,1834.2256
Hipposideros,Hipposideros jonesi,1834.2256
Hipposideros,Hipposideros ater,1834.2256
Hipposideros,Hipposideros pomona,1834.2256
Hipposideros,Hipposideros beatus,1834.2256
Hipposideros,Hipposideros wollastoni,1834.2256
Hipposideros,Hipposideros bicolor,1834.2256
Hipposideros,Hipposideros cervinus,1834.2256
Hipposideros,Hipposideros caffer,1834.2256
Hipposideros,Hipposideros ridleyi,1834.2256
Hipposideros,Hipposideros obscurus,1834.2256
Asellia,Asellia patrizii,1834.2256
Asellia,Asellia tridens,1834.2256
Triaenops,Triaenops persicus,1834.2256
Anthops,Anthops ornatus,1834.2256
Paracoelops,Paracoelops megalotis,1834.2256
Aselliscus,Aselliscus tricuspidatus,1834.2256
Cloeotis,Cloeotis percivali,1834.2256
Triaenops,Triaenops furculus,1834.2256
Aselliscus,Aselliscus stoliczkanus,1834.2256
Coelops,Coelops robinsoni,1834.2256
Coelops,Coelops hirsutus,1834.2256
Coelops,Coelops frithii,1834.2256
Rhinonicteris,Rhinonicteris aurantia,1834.2256
Triaenops,Triaenops rufus,1834.2256
Triaenops,Triaenops auritus,1834.2256
Potorous,Potorous gilbertii,1840.71085
Ichneumia,Ichneumia albicauda,1843.573729
Carollia,Carollia castanea,1847.5352
Carollia,Carollia sowelli,1847.5352
Carollia,Carollia manu,1847.5352
Carollia,Carollia subrufa,1847.5352
Dendrohyrax,Dendrohyrax validus,1851.9955
Tamandua,Tamandua mexicana,1854.65
Cabassous,Cabassous chacoensis,1859.11975
Cabassous,Cabassous centralis,1859.11975
Cabassous,Cabassous unicinctus,1859.11975
Cabassous,Cabassous tatouay,1859.11975
Petrogale,Petrogale burbidgei,1866.5067
Petrogale,Petrogale brachyotis,1866.5067
Petrogale,Petrogale purpureicollis,1866.5067
Petrogale,Petrogale rothschildi,1866.5067
Petrogale,Petrogale inornata,1866.5067
Petrogale,Petrogale lateralis,1866.5067
Petrogale,Petrogale coenensis,1866.5067
Petrogale,Petrogale sharmani,1866.5067
Petrogale,Petrogale mareeba,1866.5067
Petrogale,Petrogale godmani,1866.5067
Petrogale,Petrogale herberti,1866.5067
Petrogale,Petrogale persephone,1866.5067
Galago,Galagoides granti,1870.1919
Galago,Galago matschiei,1870.1919
Galago,Galago gallarum,1870.1919
Uromanis,Uromanis tetradactyla,1881.721
Pipistrellus,Pipistrellus stenopterus,1885.946275
Pipistrellus,Pipistrellus angulatus,1885.946275
Pipistrellus,Pipistrellus tenuis,1885.946275
Pipistrellus,Pipistrellus nanulus,1885.946275
Pipistrellus,Pipistrellus hesperus,1885.946275
Pipistrellus,Pipistrellus rusticus,1885.946275
Pipistrellus,Pipistrellus coromandra,1885.946275
Pipistrellus,Pipistrellus javanicus,1885.946275
Pipistrellus,Pipistrellus abramus,1885.946275
Pipistrellus,Pipistrellus deserti,1885.946275
Pipistrellus,Pipistrellus savii,1885.946275
Pipistrellus,Pipistrellus maderensis,1885.946275
Pipistrellus,Pipistrellus adamsi,1885.946275
Pipistrellus,Pipistrellus aero,1885.946275
Pipistrellus,Pipistrellus anthonyi,1885.946275
Pipistrellus,Pipistrellus arabicus,1885.946275
Pipistrellus,Pipistrellus cadornae,1885.946275
Pipistrellus,Pipistrellus endoi,1885.946275
Pipistrellus,Pipistrellus imbricatus,1885.946275
Pipistrellus,Pipistrellus inexspectatus,1885.946275
Pipistrellus,Pipistrellus joffrei,1885.946275
Pipistrellus,Pipistrellus kitcheneri,1885.946275
Pipistrellus,Pipistrellus lophurus,1885.946275
Pipistrellus,Pipistrellus macrotis,1885.946275
Pipistrellus,Pipistrellus minahassae,1885.946275
Pipistrellus,Pipistrellus papuanus,1885.946275
Pipistrellus,Pipistrellus paterculus,1885.946275
Pipistrellus,Pipistrellus permixtus,1885.946275
Pipistrellus,Pipistrellus pulveratus,1885.946275
Pipistrellus,Pipistrellus wattsi,1885.946275
Pipistrellus,Pipistrellus westralis,1885.946275
Pipistrellus,Pipistrellus vordermanni,1885.946275
Pipistrellus,Pipistrellus anchietae,1885.946275
Pipistrellus,Pipistrellus ariel,1885.946275
Pipistrellus,Pipistrellus crassulus,1885.946275
Pipistrellus,Pipistrellus eisentrauti,1885.946275
Pipistrellus,Pipistrellus musciculus,1885.946275
Pipistrellus,Pipistrellus brunneus,1885.946275
Pipistrellus,Pipistrellus capensis,1885.946275
Pipistrellus,Pipistrellus flavescens,1885.946275
Pipistrellus,Pipistrellus guineensis,1885.946275
Pipistrellus,Pipistrellus helios,1885.946275
Pipistrellus,Pipistrellus melckorum,1885.946275
Pipistrellus,Pipistrellus nanus,1885.946275
Pipistrellus,Pipistrellus rendalli,1885.946275
Pipistrellus,Pipistrellus somalicus,1885.946275
Pipistrellus,Pipistrellus tenuipinnis,1885.946275
Pipistrellus,Pipistrellus zuluensis,1885.946275
Pipistrellus,Pipistrellus hanaki,1885.946275
Pipistrellus,Pipistrellus alaschanicus,1885.946275
Pipistrellus,Pipistrellus raceyi,1885.946275
